Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
260,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Groundnut,694865,249457,Nuts
261,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Horse-gram,1762,495,Beans
262,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Jowar,11131,14582,Cereal
263,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Maize,3358,9540,Cereal
264,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Masoor,23117,3861,Pulses
265,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Moong(Green Gram),1546,1098,Fruits
266,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Ragi,6215,11467,Cereal
267,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Rice,37991,105082,Cereal
268,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Sesamum,8,2,Oilseeds
269,Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Urad,4,2,Pulses
270,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Bajra,99,54,Cereal
271,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Gram,26835,9365,Beans
272,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Groundnut,21785,25358,Nuts
273,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Horse-gram,1071,327,Beans
274,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Jowar,21487,30576,Cereal
275,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Linseed,12,1,Oilseeds
276,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Maize,455,2203,Cereal
277,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Masoor,98,10,Pulses
278,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Moong(Green Gram),1,1,Fruits
279,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Ragi,734,1180,Cereal
280,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Rice,20258,45669,Cereal
281,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Safflower,881,145,Oilseeds
282,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Sesamum,10,2,Oilseeds
283,Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Wheat,439,294,Cereal
284,Andhra Pradesh,ANANTAPUR,1999,Whole Year ,Dry chillies,5199,5759,Species
285,Andhra Pradesh,ANANTAPUR,1999,Whole Year ,Onion,1770,32364,Vegetables
286,Andhra Pradesh,ANANTAPUR,1999,Whole Year ,Sugarcane,884,83126,Sugarcane
287,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Arhar/Tur,30693,7888,Pulses
288,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Bajra,2477,1449,Cereal
289,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Castor seed,9315,2831,Oilseeds
290,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Cotton(lint),12025,16128,fibres
291,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Dry chillies,3755,10146,Species
292,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Gram,21,14,Beans
293,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Groundnut,791559,884963,Nuts
294,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Horse-gram,601,215,Beans
295,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Jowar,5071,14351,Cereal
296,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Korra,1626,1143,Pulses
297,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Maize,3475,9049,Cereal
298,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Moong(Green Gram),1744,774,Fruits
299,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Onion,1103,15470,Vegetables
300,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Other Kharif pulses,3167,559,Pulses
301,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,other misc. pulses,1292,214,Pulses
302,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Ragi,6613,16923,Cereal
303,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Rice,39905,117680,Cereal
304,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Samai,21,5,Pulses
305,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sesamum,5,1,Oilseeds
306,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Small millets,1647,1148,Cereal
307,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sunflower,30606,24590,Oilseeds
308,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Urad,135,8,Pulses
309,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Arhar/Tur,35,9,Pulses
310,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Bajra,317,185,Cereal
311,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Dry chillies,71,81,Species
312,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Gram,33858,22685,Beans
313,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Groundnut,23048,23832,Nuts
314,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Horse-gram,377,80,Beans
315,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Jowar,15242,16980,Cereal
316,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Korra,96,67,Pulses
317,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Linseed,8,2,Oilseeds
318,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Maize,399,2148,Cereal
319,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Onion,482,11514,Vegetables
320,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Ragi,909,1312,Cereal
321,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,22099,57236,Cereal
322,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Safflower,703,129,Oilseeds
323,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Small millets,96,67,Cereal
324,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Urad,363,292,Pulses
325,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,520,297,Cereal
326,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Arecanut,252,696,Nuts
327,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Banana,769,11693,Fruits
328,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coconut ,908,3896970,Fruits
329,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coriander,8953,2266,Species
330,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Potato,4,34,Vegetables
331,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sugarcane,284,25395,Sugarcane
332,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sweet potato,28,379,Vegetables
333,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Tobacco,89,114,Commercial
334,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Turmeric,39,272,Species
335,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Arhar/Tur,27942,7628,Pulses
336,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Bajra,1595,526,Cereal
337,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Castor seed,3191,900,Oilseeds
338,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Cotton(lint),8552,9055,fibres
339,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Dry chillies,3765,7127,Species
340,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Gram,16,17,Beans
341,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Groundnut,758700,333828,Nuts
342,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Horse-gram,649,60,Beans
343,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Jowar,3900,6720,Cereal
344,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Korra,1434,627,Pulses
345,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Maize,2667,7129,Cereal
346,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Moong(Green Gram),1511,730,Fruits
347,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Onion,1165,19232,Vegetables
348,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Other Kharif pulses,2496,324,Pulses
349,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Ragi,5124,12405,Cereal
350,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,32878,95609,Cereal
351,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Small millets,1434,627,Cereal
352,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Sunflower,51610,33580,Oilseeds
353,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Urad,487,176,Pulses
354,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Arhar/Tur,5,1,Pulses
355,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Bajra,27,9,Cereal
356,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Dry chillies,108,168,Species
357,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Gram,47894,50145,Beans
358,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Groundnut,18773,29192,Nuts
359,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Horse-gram,417,226,Beans
360,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Jowar,15170,17446,Cereal
361,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Linseed,5,1,Oilseeds
362,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Maize,447,2893,Cereal
363,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Moong(Green Gram),40,12,Fruits
364,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Onion,380,8465,Vegetables
365,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Other  Rabi pulses,1,1,Pulses
366,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Ragi,544,725,Cereal
367,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119,108906,Cereal
368,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Safflower,3768,528,Oilseeds
369,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Sesamum,2,1,Oilseeds
370,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Urad,127,86,Pulses
371,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Wheat,307,213,Cereal
372,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Arecanut,257,430,Nuts
373,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Banana,1582,462,Fruits
374,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coconut ,851,3053700,Fruits
375,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coriander,4741,1119,Species
376,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sugarcane,490,42470,Sugarcane
377,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sweet potato,31,411,Vegetables
378,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,111,111,Commercial
379,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Turmeric,8,40,Species
380,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Arhar/Tur,33454,6557,Pulses
381,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Bajra,1925,581,Cereal
382,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Castor seed,2050,416,Oilseeds
383,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Cotton(lint),7638,7144,fibres
384,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Dry chillies,2737,6128,Species
385,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Groundnut,732262,259953,Nuts
386,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Horse-gram,947,140,Beans
387,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Jowar,2906,4545,Cereal
388,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Korra,1000,100,Pulses
389,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,3541,3431,Cereal
390,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Moong(Green Gram),1150,174,Fruits
391,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Onion,776,8432,Vegetables
392,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Other Kharif pulses,490,47,Pulses
393,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Ragi,5157,12140,Cereal
394,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066,66329,Cereal
395,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Small millets,919,180,Cereal
396,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Soyabean,51,0,Beans
397,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Sunflower,60319,22149,Oilseeds
398,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Urad,32,2,Pulses
399,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Bajra,129,39,Cereal
400,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Dry chillies,83,161,Species
401,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Gram,54264,20186,Beans
402,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Groundnut,17529,18651,Nuts
403,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Horse-gram,1859,688,Beans
404,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Jowar,12676,11497,Cereal
405,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Linseed,8,2,Oilseeds
406,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,1288,8933,Cereal
407,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Moong(Green Gram),4,1,Fruits
408,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,401,7192,Vegetables
409,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Ragi,417,517,Cereal
410,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960,20462,Cereal
411,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,2594,340,Oilseeds
412,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Small millets,10,2,Cereal
413,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,408,236,Pulses
414,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362,333,Cereal
415,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Arecanut,263,379,Nuts
416,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19,1006,Fruits
417,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Beans & Mutter(Vegetable),1,5,Vegetables
418,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,126,938,Vegetables
419,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,1026,10162,Vegetables
420,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,788,4000,Fruits
421,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,869,3691149,Fruits
422,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,3914,481,Species
423,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Cucumber,18,0,Vegetables
424,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111,2075,Fruits
425,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,3968,26176,Fruits
426,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767,112541,Fruits
427,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,other fibres,132,0,fibres
428,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Fresh Fruits,2418,1552,Fruits
429,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Vegetables,1767,0,Fruits
430,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544,201409,Fruits
431,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Pome Fruit,1207,62789,Fruits
432,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2,17,Vegetables
433,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329,22481,Sugarcane
434,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,50,540,Vegetables
435,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,51,90,Commercial
436,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,3356,16627,Vegetables
437,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur,41178,6959,Pulses
438,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,2280,378,Cereal
439,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,1927,805,Oilseeds
440,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint),4212,4262,fibres
441,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies,2920,10702,Species
442,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,670935,187862,Nuts
443,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,492,54,Beans
444,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,12487,30830,Cereal
445,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra,1245,229,Pulses
446,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246,10718,Cereal
447,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),1216,662,Fruits
448,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846,13250,Vegetables
449,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses,340,15,Pulses
450,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,3353,3547,Cereal
451,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515,44891,Cereal
452,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai,245,83,Pulses
453,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets,1420,299,Cereal
454,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,16,18,Beans
455,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,74525,29572,Oilseeds
456,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,82,51,Pulses
457,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,113,19,Cereal
458,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies,91,190,Species
459,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,51461,15438,Beans
460,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,15060,19819,Nuts
461,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,1560,844,Beans
462,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,21391,19444,Cereal
463,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,7,2,Oilseeds
464,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212,6787,Cereal
465,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22,7,Fruits
466,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,535,11180,Vegetables
467,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses,17,3,Pulses
468,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614,986,Cereal
469,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826,25463,Cereal
470,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,307,11,Oilseeds
471,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets,70,13,Cereal
472,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414,123,Cereal
473,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut,266,189,Nuts
474,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36,1302,Fruits
475,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi,101,873,Vegetables
476,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,1129,19414,Vegetables
477,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,706,11959,Fruits
478,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,839,3285828,Fruits
479,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,5646,610,Species
480,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber,51,0,Vegetables
481,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118,2048,Fruits
482,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,3935,58337,Fruits
483,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441,224640,Fruits
484,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits,3241,3586,Fruits
485,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables,1783,0,Fruits
486,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381,60038,Fruits
487,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit,1466,83767,Fruits
488,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454,32386,Sugarcane
489,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,30,217,Vegetables
490,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,20,25,Commercial
491,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,2827,17509,Vegetables
492,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Arhar/Tur,32752,7893,Pulses
493,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,1021,403,Cereal
494,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,1578,923,Oilseeds
495,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton(lint),8933,7041,fibres
496,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Dry chillies,3402,11288,Species
497,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,857823,684543,Nuts
498,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Horse-gram,421,121,Beans
499,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Jowar,4300,5693,Cereal
500,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,3495,10031,Cereal
501,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Moong(Green Gram),1464,545,Fruits
502,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Onion,1324,24824,Vegetables
503,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Other Kharif pulses,1605,172,Pulses
504,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,3166,5860,Cereal
505,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335,85051,Cereal
506,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Small millets,661,307,Cereal
507,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Soyabean,1131,691,Beans
508,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Sunflower,56819,34209,Oilseeds
509,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Urad,76,37,Pulses
510,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Bajra,62,24,Cereal
511,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Dry chillies,155,754,Species
512,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,42106,9516,Beans
513,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,14500,21736,Nuts
514,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,226,30,Beans
515,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,11871,14269,Cereal
516,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Linseed,34,4,Oilseeds
517,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,3572,25822,Cereal
518,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Moong(Green Gram),3,1,Fruits
519,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Onion,234,4830,Vegetables
520,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,397,897,Cereal
521,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240,21622,Cereal
522,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Safflower,186,10,Oilseeds
523,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Small millets,36,17,Cereal
524,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,27228,9530,Oilseeds
525,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,393,88,Cereal
526,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,324,16897,Fruits
527,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coconut ,837,6413350,Fruits
528,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coriander,2439,290,Species
529,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,2,20,Vegetables
530,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,400,34072,Sugarcane
531,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sweet potato,33,68,Vegetables
532,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Tobacco,49,53,Commercial
533,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Turmeric,4,36,Species
534,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Arhar/Tur,35013,23704,Pulses
535,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,993,1888,Cereal
536,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,2081,1521,Oilseeds
537,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton(lint),3295,3450,fibres
538,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Dry chillies,2178,6175,Species
539,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,877029,362213,Nuts
540,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,410,107,Beans
541,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,3759,3879,Cereal
542,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,5958,21538,Cereal
543,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),1078,747,Fruits
544,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Onion,985,17025,Vegetables
545,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Other Kharif pulses,1429,301,Pulses
546,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,2303,4394,Cereal
547,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008,69972,Cereal
548,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Small millets,854,455,Cereal
549,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Soyabean,421,232,Beans
550,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Urad,69,24,Pulses
551,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Bajra,66,125,Cereal
552,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Dry chillies,58,214,Species
553,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,49105,48172,Beans
554,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,22006,29752,Nuts
555,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,205,77,Beans
556,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,12931,9970,Cereal
